day_pass_id,purchaser_id,date,pass_type,group_ages
1174,3876,2024-12-14,Student,30
1175,5590,2024-08-14,Student,"25,32,26,34,21,56"
1176,2174,2025-01-14,Family,54
1177,4420,2024-08-31,Student,"53,19,49,40,59"
1178,7703,2024-02-23,Student,"56,16,39,6,42"
1179,1762,2023-11-21,Family,45
1180,8288,2024-06-08,Single,23
1181,3814,2023-12-17,Single,"24,48,59"
1182,8089,2024-03-10,Family,"25,19,58,36,37,35"
1183,3784,2024-12-18,Single,"25,24"
1184,5979,2023-05-14,Family,"40,44,59"
1185,4996,2024-12-23,Family,"57,54,28"
1186,7199,2024-08-02,Student,"42,26,39,7,55,57"
1187,8202,2023-05-06,Family,"13,48,9"
1188,2714,2023-05-25,Family,"58,15,50,16,38,53"
1189,9827,2023-06-21,Single,"54,7,23,59,55"
1190,1915,2025-01-17,Single,"28,25,59"
1191,2703,2023-11-07,Student,"46,15"
1192,2384,2025-02-28,Student,7
1193,7763,2023-09-10,Student,"8,44,37,37"
1194,1598,2023-11-13,Student,"38,19,27,26"
1195,3448,2024-09-16,Single,"24,7,5,30,53"
1196,467,2024-06-12,Student,"11,17,7,53"
1197,4165,2025-01-17,Family,"30,20,16,16,16"
1198,802,2024-09-10,Student,"31,18,45"
1199,1173,2024-06-07,Single,57
1200,3496,2023-12-04,Single,"10,42"
1201,4243,2024-10-22,Student,"49,32,56,52"
1202,2364,2024-07-31,Student,"16,12"
1203,208,2023-08-02,Student,"15,52,28,36,41"
1204,25,2024-06-22,Single,"59,38,47,52,42,36"
1205,3357,2023-08-17,Family,"22,19"
1206,9620,2023-08-08,Single,"11,52,52"
1207,7302,2023-09-13,Student,32
1208,8585,2023-11-21,Family,"39,43,25,52,50,40"
1209,2494,2024-02-17,Student,"28,30,35,32,10,42"
1210,494,2024-03-01,Family,"58,11,48,22,58,51"
1211,7879,2024-10-16,Family,"33,32,37"
1212,6617,2024-03-30,Family,31
1213,1417,2024-01-30,Student,"31,18,21"
1214,4577,2025-02-22,Student,"33,40,21,25,20"
1215,684,2024-01-29,Single,"18,53"
1216,4855,2024-11-25,Student,"24,43,46,8,56"
1217,1510,2024-05-15,Family,"58,19"
1218,1139,2023-07-25,Single,"16,56,58,11,19"
1219,2459,2024-07-23,Family,"42,38,6"
1220,8630,2023-08-11,Family,"52,43,53,60"
1221,6912,2024-04-26,Single,"47,7,14,49,35"
1222,6312,2024-05-24,Single,"50,26,23"
1223,8695,2023-10-29,Single,"44,54,31,21"
1224,1681,2024-07-29,Student,"43,30,25,35,44,52"
1225,3143,2023-12-20,Single,"48,15,46,59,37,57"
1226,8625,2024-08-08,Family,"54,11,29"
1227,9281,2024-11-19,Family,25
1228,6297,2025-02-25,Single,"12,45"
1229,5560,2024-05-11,Single,"16,20,30"
1230,8228,2023-10-28,Single,"46,5,42,44"
1231,2890,2024-12-19,Family,"50,14,44,57,15,28"
1232,8930,2025-02-24,Family,"38,41,44,42,17"
1233,4424,2024-07-02,Student,"13,8,20"
1234,9652,2023-10-09,Family,"59,32"
1235,3699,2023-06-08,Single,"35,22"
1236,553,2024-05-29,Family,"19,17"
1237,300,2024-01-09,Student,23
1238,9751,2023-11-11,Student,"33,8,37,54"
1239,3021,2024-10-01,Family,"46,14,47,50"
1240,4261,2024-06-12,Student,54
1241,8225,2023-05-25,Student,"42,13"
1242,6261,2023-11-10,Single,"30,23"
1243,1792,2025-01-14,Student,"7,32,59,27,21,35"
1244,9919,2023-09-07,Student,"51,33,28"
1245,1549,2023-09-14,Family,"40,59,13,51,47"
1246,7185,2024-02-01,Family,"30,11,40,46,52"
1247,5333,2024-05-05,Family,"49,32,53,7"
1248,2436,2023-07-18,Single,"58,16,13,48"
1249,4929,2025-03-03,Single,"26,28,20,46"
1250,8541,2025-02-09,Student,"30,11"
1251,5089,2023-12-29,Single,"49,20,39"
1252,8225,2024-07-18,Student,"42,60,46,60,21"
1253,1757,2024-09-27,Single,"13,7"
1254,7988,2024-11-19,Student,"21,30,28,38,29"
1255,8343,2023-10-22,Student,"51,23,20,23,35,42"
1256,6121,2023-12-31,Single,"26,32,50,24"
1257,4388,2025-02-22,Family,"52,38,24,25,48"
1258,1785,2025-01-29,Student,"27,31,15,53,7,39"
1259,3708,2024-09-09,Student,"10,23"
1260,9394,2024-11-29,Student,"59,21"
1261,8472,2023-07-10,Single,"34,58"
1262,7586,2023-04-18,Student,"19,5,28,34"
1263,3935,2024-05-01,Family,"25,7,59,32,42"
1264,2752,2024-02-11,Family,"33,54,12,55,46"
1265,2128,2024-09-27,Student,"17,7,46,24,42"
1266,9106,2025-02-21,Single,"49,53"
1267,3088,2024-04-22,Single,51
1268,2003,2024-09-12,Student,"58,53,56,16,42,35"
1269,3531,2023-12-23,Student,"41,27,55,45,22"
1270,4572,2024-07-14,Student,"46,49,59"
1271,2689,2024-06-19,Single,"23,18,7,5,46,19"
1272,944,2024-04-12,Family,"15,49,55,32"
1273,6911,2023-08-30,Single,24
1274,6115,2023-08-28,Family,47
1275,2921,2024-06-11,Student,"39,46,9"
1276,6752,2024-01-01,Family,"12,35,9"
1277,2307,2023-07-06,Family,"16,12"
1278,4488,2023-07-05,Student,"18,10,52,27,52,50"
1279,6413,2023-05-07,Single,"34,34"
1280,1532,2024-01-29,Single,"23,55,29,15,16"
1281,2047,2025-01-21,Family,"39,53,21,48"
1282,8243,2023-04-24,Family,58
1283,9549,2024-09-01,Student,"50,44,16,16,16"
1284,3283,2023-07-23,Family,"60,47,34,29,27,16"
1285,9003,2023-05-09,Single,"36,39,12"
1286,9381,2024-04-29,Student,"29,45,13"
1287,2962,2024-11-04,Family,"20,39,27,57"
1288,184,2023-12-16,Student,"34,37,29,39,59"
1289,4496,2024-01-31,Single,41
1290,2897,2023-10-24,Single,"40,47,35,43"
1291,3547,2023-08-15,Single,37
1292,4605,2024-06-23,Single,"8,36,57,23"
1293,9384,2024-05-03,Single,"14,21,47,60"
1294,5074,2024-08-07,Family,"48,13,57,25"
1295,5802,2023-12-03,Family,"46,45,59,7,43,6"
1296,9834,2024-03-03,Single,"5,33"
1297,4646,2024-10-03,Family,26
1298,8058,2025-02-18,Family,"46,38,28,43"
1299,3856,2024-11-05,Family,"28,30"
1300,5105,2024-08-05,Single,"33,21,56,16,26"
1301,5107,2024-10-30,Family,48
1302,2691,2024-03-27,Family,"28,23,34,12,9"
1303,2174,2023-12-27,Student,"54,49,12,6,43"
1304,8005,2024-06-05,Single,"32,38"
1305,2434,2023-05-31,Single,"26,6,45,38"
1306,9752,2024-01-10,Student,33
1307,5804,2024-09-02,Family,"38,52,58,50,16,32"
1308,2303,2024-09-08,Family,"21,28,19"
1309,8037,2025-02-16,Student,34
1310,7564,2024-08-29,Family,"39,50,43,15,33,13"
1311,3539,2023-09-26,Student,"13,9,5,43,28,12"
1312,5488,2023-12-06,Single,"58,13"
1313,5255,2023-09-19,Single,"54,50,40,20,55"
1314,1450,2024-05-18,Student,"7,16,40,37"
1315,7942,2024-05-30,Student,"8,16,9"
1316,4097,2023-08-11,Single,49
1317,1460,2023-10-19,Student,"19,7"
1318,1319,2023-06-11,Student,"50,39"
1319,1925,2023-12-27,Single,33
1320,9752,2024-06-19,Student,"33,41,40,48,14,19"
1321,7359,2024-09-02,Student,"27,9,13,22,44"
1322,2667,2024-11-17,Single,"52,42,11,11"
1323,6418,2023-04-19,Student,"10,20"
1324,7642,2025-01-01,Family,"36,41,48,28,5"
1325,1444,2023-06-24,Family,"32,32"
1326,5055,2024-03-23,Student,"43,58,25,50"
1327,1690,2024-10-08,Family,"34,48,42"
1328,5567,2024-02-14,Single,"13,57"
1329,2240,2023-10-21,Family,"55,6,25,22,37"
1330,6726,2023-09-30,Single,"11,5,13,58"
1331,8677,2024-01-15,Family,"50,36,44,48"
1332,3630,2024-12-04,Student,"18,7,5,60,58,11"
1333,7028,2024-11-10,Student,"25,37,47,30,56"
1334,7268,2023-09-20,Student,"30,5,55,7"
1335,4795,2024-08-24,Single,"20,25,51"
1336,8922,2024-01-29,Family,"17,60,43,25"
1337,5861,2023-11-21,Single,"10,39"
1338,3183,2023-10-30,Single,"21,9,49,38,44"
1339,7294,2023-06-13,Student,"30,58"
1340,1710,2024-12-18,Single,51
1341,8667,2024-12-24,Family,"48,43,37,29"
1342,1634,2024-06-16,Single,14
1343,3791,2023-05-10,Student,"29,45"
1344,4863,2023-10-15,Single,"12,19,28,30"
1345,6851,2024-01-16,Single,"34,29,34,48,55,50"
1346,7730,2025-01-13,Family,"57,29,24,60,17,19"
1347,4723,2024-04-27,Family,"45,55,35,56,10"
1348,7835,2023-06-15,Student,"40,44,57,18"
1349,3102,2024-02-25,Student,"22,5"
1350,1177,2023-07-05,Family,"50,50"
1351,4295,2023-10-26,Single,"53,46,6,26,23"
1352,2731,2024-03-29,Single,"36,39"
1353,6816,2024-10-23,Family,"16,45,44,49"
1354,9216,2024-09-04,Family,"5,12,53,31,29"
1355,3702,2024-02-11,Single,"29,38"
1356,9073,2024-06-07,Single,"49,31,22,52,43,34"
1357,7703,2025-02-25,Single,56
1358,9906,2024-06-21,Student,"32,43,60,8"
1359,8509,2023-10-25,Single,40
1360,8297,2024-04-25,Single,"31,6,32"
1361,8228,2023-04-24,Family,"46,32,51,55,47,42"
1362,7528,2023-04-02,Student,"11,46,53,57,6,27"
1363,5152,2024-05-29,Student,"26,18,14,52,7,45"
1364,6265,2023-05-27,Student,"50,41,48,39,30"
1365,8561,2024-11-10,Family,"51,26,9,32,42"
1366,7811,2023-07-07,Single,"36,41,43,8,51"
1367,9705,2024-02-13,Student,"42,37,57"
1368,8931,2024-01-05,Family,"9,59,24,29,37"
1369,7034,2024-11-12,Family,34
1370,3392,2023-11-18,Family,"15,45,43,17,46"
1371,6049,2024-02-24,Student,44
1372,1356,2024-01-24,Student,"57,52,28"
1373,3290,2024-06-17,Family,"39,15,7"
1374,6978,2024-02-10,Family,"12,25,7"
1375,5292,2024-08-17,Student,"60,37"
1376,9158,2023-11-07,Single,"11,46,29,7,30,52"
1377,4686,2024-12-15,Family,"21,32,20,49"
1378,6578,2023-08-03,Single,26
1379,661,2024-03-09,Single,40
1380,5596,2024-11-21,Student,"13,52,25,60,14,44"
1381,1913,2024-02-11,Single,"17,37,58,27"
1382,4161,2023-07-04,Single,"47,26,29,53,50,23"
1383,5419,2024-12-09,Family,31
1384,8730,2023-10-27,Family,"60,7,34,45,49"
1385,9720,2023-04-30,Student,38
1386,6203,2023-10-12,Student,"60,50,9"
1387,4473,2023-04-21,Single,"60,10"
1388,3421,2024-09-29,Single,"37,23,54,6,50,34"
1389,9950,2024-03-28,Student,"53,29"
1390,5151,2024-03-20,Student,"42,43,43"
1391,8948,2023-04-20,Student,"17,31,23,16,37"
1392,7106,2024-02-12,Single,"16,8"
1393,6736,2024-07-07,Family,"10,5"
1394,1558,2024-03-06,Family,"11,60,7,52,47"
1395,1803,2024-02-23,Single,49
1396,6785,2025-01-23,Student,"14,21,24,38,49,41"
1397,4085,2024-10-14,Family,14
1398,2899,2024-04-19,Family,44
1399,8702,2024-03-20,Single,"49,33,27,9,7,52"
1400,6960,2024-02-26,Family,"54,8,41,24"
1401,9470,2024-03-22,Student,"25,14,6,28,43,52"
1402,5608,2025-01-01,Family,"34,31"
1403,9189,2024-02-12,Student,"53,54"
1404,209,2024-04-23,Single,31
1405,421,2023-05-14,Single,"53,25,18,45,43"
1406,6397,2024-10-19,Single,"34,50"
1407,7692,2023-09-14,Single,"44,24,15,18,19"
1408,4388,2024-03-27,Single,"52,42,45"
1409,8545,2024-06-22,Single,"25,56"
1410,6962,2024-01-23,Family,50
1411,4046,2024-10-18,Family,"54,17"
1412,5479,2024-04-11,Single,"17,16,43"
1413,4435,2023-07-15,Family,"32,29,13"
1414,3978,2025-01-03,Single,"12,14"
1415,8161,2024-05-30,Single,"49,57,8,59,60,35"
1416,5489,2024-12-25,Single,"22,51,6,32"
1417,8967,2024-05-19,Student,29
1418,7685,2024-06-17,Single,"31,26,24,46,5,7"
1419,8940,2024-12-25,Student,"20,17"
1420,2490,2023-05-21,Single,"55,41,28,23,43"
1421,9439,2024-04-02,Family,"23,11,22,28,42"
1422,8005,2024-05-02,Family,"32,19"
1423,3303,2023-09-19,Single,"39,29,6"
1424,7292,2023-04-28,Single,"60,13,58,33"
1425,9991,2025-03-04,Student,"24,40,54,30"
1426,9088,2025-02-28,Student,"6,40,51,33"
1427,8107,2023-04-25,Student,"58,25,57,58,19"
1428,3661,2024-03-24,Family,"44,54"
1429,7386,2024-05-18,Student,"7,47,6,26,42,49"
1430,8584,2024-06-18,Student,"40,6,30,21,43,57"
1431,5997,2023-11-19,Student,"13,39,38"
1432,561,2024-05-22,Family,"20,31,16,34"
1433,7886,2023-12-10,Family,"6,39,51,46,14"
1434,1375,2023-10-18,Single,"14,54,6,26,26"
1435,1767,2023-10-29,Family,51
1436,4121,2023-10-27,Single,"18,50,53,16,22,8"
1437,5702,2025-01-05,Single,"39,5,19"
1438,4309,2023-07-04,Family,"19,39,51,7,45,32"
1439,101,2023-12-14,Single,"37,15,42"
1440,3448,2024-10-15,Student,"24,28,53,44,60,18"
1441,1004,2023-11-15,Student,"24,37,31"
1442,2869,2023-12-04,Single,"5,32,37"
1443,7633,2023-05-14,Single,"17,10,32,35,17"
1444,8930,2024-10-30,Family,"38,53"
1445,6004,2023-09-28,Family,"8,36"
1446,2639,2024-10-19,Family,35
1447,3668,2023-08-21,Student,"34,27,26,21"
1448,1484,2023-08-28,Student,"16,39,42,10,32,17"
1449,2523,2024-09-16,Family,"21,10,37"
1450,2686,2023-08-07,Single,"15,46,50,27,30"
1451,4779,2024-06-01,Family,"15,27,46,25,50"
1452,4102,2023-11-07,Family,"18,34,56,45,59,16"
1453,6105,2023-10-01,Student,"17,60,53,8,19,23"
1454,5918,2023-11-20,Single,"35,29,13,20,29,42"
1455,7761,2025-01-18,Single,"23,29,38,53,30,29"
1456,4158,2025-02-07,Student,"55,60,36,59,27"
1457,9286,2025-01-14,Single,"59,21,32,25"
1458,5229,2024-03-02,Single,"39,60,14"
1459,7993,2024-11-26,Single,"58,59,38,55"
1460,1249,2024-07-17,Student,"40,14,18,8"
1461,5730,2023-07-20,Single,"12,45"
1462,7257,2023-05-05,Family,"29,14"
1463,3447,2024-10-18,Family,"42,19"
1464,6128,2024-06-22,Single,"54,46,41"
1465,618,2024-12-12,Single,17
1466,8303,2024-01-22,Family,"29,43,24,51,53"
1467,4152,2023-10-20,Family,"10,48,7,14,39"
1468,5143,2024-07-21,Student,"54,19,41,52"
1469,3299,2024-08-22,Family,"60,5,60,50,28,27"
1470,3785,2024-06-16,Family,28
1471,2117,2023-11-26,Student,"11,33,46,12,19,21"
1472,4243,2025-01-20,Student,"49,27,15,60,39"
1473,6637,2024-01-14,Family,"33,55,25,54"
1474,8337,2025-02-25,Student,"41,12,27,6"
1475,3095,2023-08-13,Single,"15,51,19"
1476,9819,2024-09-12,Single,29
1477,4947,2024-12-12,Single,"12,40,53,27,18"
1478,7682,2023-08-05,Single,53
1479,8374,2024-11-02,Family,44
1480,963,2023-10-24,Student,"50,13,19,16"
1481,4915,2024-01-16,Student,"37,54,57,47,20,55"
1482,1161,2025-01-19,Single,"43,33,10,42,58"
1483,4638,2024-01-15,Family,"38,46,54,26"
1484,3699,2025-02-12,Single,"35,51,36,29,37"
1485,9105,2024-05-01,Family,"50,33,60,21"
1486,6358,2024-11-15,Single,"6,26,36,57"
1487,4083,2024-11-01,Family,"34,27,48,60"
1488,8439,2023-09-11,Student,"44,54,57,58,31,22"
1489,1425,2024-11-11,Student,"28,19,54,15,9"
1490,6116,2024-03-20,Student,"55,33,47,41"
1491,9570,2023-04-12,Single,"37,39,58,10,49,10"
1492,3299,2023-05-01,Family,"60,7,60,60,53,22"
1493,324,2024-11-04,Student,"15,29,7,40"
1494,213,2023-10-22,Single,"57,20"
1495,3016,2024-12-19,Student,"9,10,30"
1496,7127,2025-01-13,Single,"21,58,49,36"
1497,9093,2025-03-07,Single,"53,59"
1498,8272,2024-08-14,Single,15
1499,1149,2023-04-17,Family,"27,11,57,52,52"
1500,2511,2025-03-10,Family,"59,10,18,6,28"
1501,6299,2024-08-17,Student,"14,35,24,38,15"
1502,2751,2024-06-11,Student,"47,19,22,18,48,35"
1503,4380,2023-07-31,Single,51
1504,3608,2023-08-06,Student,"48,11,59"
1505,1102,2023-06-16,Single,"16,18,5,11,6"
1506,2457,2023-07-10,Student,"50,60,37,6,36"
1507,5014,2025-01-25,Single,"7,26,8"
1508,6244,2025-02-24,Student,"47,30,17,41"
1509,255,2024-11-24,Student,"57,20,9"
1510,4552,2024-12-22,Single,"20,24,26,17,38"
1511,4048,2023-08-10,Family,"40,24,37,39,9,32"
1512,5895,2023-06-27,Student,"58,31,56,10,25,17"
1513,5518,2023-05-15,Single,"12,12,60,58,39,26"
1514,2415,2024-02-14,Family,58
1515,3617,2024-03-01,Student,"26,38"
1516,9552,2024-01-28,Family,"23,56,32,22"
1517,4438,2023-08-24,Single,"27,19,48,24"
1518,657,2024-12-29,Single,"40,33"
1519,5294,2023-06-23,Family,"53,45,50,46,9"
1520,382,2024-02-27,Student,"9,32"
1521,5952,2023-08-21,Family,"47,12,19,50,29"
1522,10000,2024-03-05,Family,"11,49,11,27,27"
1523,6926,2024-01-09,Student,"47,51"
1524,106,2025-02-24,Single,"37,8,31"
1525,6113,2024-09-24,Family,"37,26,16,21"
1526,9224,2024-07-05,Student,49
1527,4778,2024-06-23,Student,"28,57"
1528,3185,2025-01-12,Family,"15,31,16"
1529,3934,2024-01-16,Family,"37,49,20,18,47"
1530,6802,2024-02-19,Family,60
1531,2692,2024-03-31,Student,"14,59,14,17,32,11"
1532,6698,2023-08-31,Family,"46,5"
1533,6662,2023-05-10,Single,"30,35,10,15,32,15"
1534,1866,2024-01-26,Family,38
1535,3941,2024-06-08,Student,7
1536,6021,2023-06-28,Student,"22,24"
1537,5906,2023-07-03,Family,"55,12,24"
1538,4985,2024-06-29,Family,"13,35"
1539,9156,2023-06-11,Student,"28,50,50,31"
1540,501,2023-04-14,Single,"19,46,33,33"
1541,875,2024-08-10,Family,"9,34,50"
1542,5870,2023-08-08,Student,"49,5"
1543,4192,2025-03-14,Family,"17,56,31,24,54"
1544,3482,2023-07-12,Family,"59,34"
1545,2945,2023-08-29,Single,"53,6,49,7,52,54"
1546,7255,2023-12-08,Family,"54,55,21"
1547,5306,2024-01-08,Single,37
1548,4085,2024-01-04,Single,"14,46"
1549,7869,2024-03-21,Student,"8,38,33,26"
1550,4422,2025-01-20,Single,"47,49,47,25,16,50"
1551,4692,2024-11-18,Student,"25,17,19,34"
1552,97,2025-02-22,Family,"12,5,16,45,46,24"
1553,8898,2024-05-23,Single,"28,21"
1554,4172,2023-04-06,Family,"15,23,34,60,50"
1555,1488,2023-11-09,Single,"18,22"
1556,8887,2024-04-13,Family,32
1557,2408,2023-09-10,Single,"57,39"
1558,5281,2025-03-10,Single,"34,20,33,47,15,35"
1559,2670,2024-01-16,Student,"17,8,15"
1560,8451,2024-04-21,Student,44
1561,6134,2023-12-11,Family,"38,57,57,21"
1562,8460,2024-07-09,Student,"20,24,12,30,53"
1563,1780,2025-01-05,Single,"53,23,21,46,13"
1564,4702,2024-04-14,Student,"26,41,18,44,51,43"
1565,7676,2024-04-02,Family,"16,28,33,24,32,32"
1566,1689,2023-07-31,Family,"24,19,27"
1567,8602,2024-02-18,Family,"35,50"
1568,9465,2024-09-21,Family,"7,57,17"
1569,5561,2023-11-25,Student,"34,29,47,54"
1570,6076,2023-10-23,Single,"48,27"
1571,4371,2024-06-22,Student,"9,25,26,24,13"
1572,7131,2024-04-27,Single,9
1573,8079,2025-01-22,Student,"7,47,32,8,6,34"
1574,2140,2024-10-08,Family,"11,8,37,7,47"
1575,9574,2023-10-22,Family,60
1576,6544,2024-01-21,Student,"7,37,37"
1577,9291,2024-04-22,Family,"9,26,46,31,50,23"
1578,9353,2023-04-08,Family,32
1579,231,2024-09-28,Family,"29,38,57,52,17,40"
1580,2246,2024-03-28,Family,"50,42,14"
1581,2837,2024-01-22,Student,42
1582,5312,2023-07-13,Student,"60,14,36,45,52"
1583,4822,2024-09-25,Family,"25,31,51,7,21"
1584,3833,2023-05-29,Single,"30,49,39"
1585,7465,2024-09-26,Student,"44,46,25"
1586,8933,2024-12-03,Single,"47,11,18,24,29,18"
1587,7030,2023-06-26,Family,8
1588,5289,2024-08-12,Single,"46,57,53,32"
1589,8361,2023-09-19,Single,"60,55"
1590,2774,2023-11-08,Family,"20,48"
1591,1777,2024-09-23,Single,"20,42,16,22,52"
1592,1387,2024-08-19,Single,"55,17,32,22,17"
1593,1406,2023-11-12,Student,"14,11,44,7,51,14"
1594,1858,2025-01-08,Family,"51,27,46,32,25,53"
1595,7561,2023-12-08,Single,44
1596,8637,2024-02-20,Single,"22,6,57,50"
1597,2010,2025-01-27,Student,"54,58,47,57"
1598,6202,2024-10-02,Family,"9,32,49,19,57"
1599,4132,2023-05-23,Student,"45,33,8,45,10,29"
1600,2542,2023-09-17,Family,59
1601,5703,2023-09-18,Student,"41,5,57,31,30"
1602,8418,2024-06-19,Family,58
1603,5657,2024-02-19,Single,"36,41,20,59,24"
1604,5030,2024-10-22,Student,"14,45,31"
1605,7494,2024-02-06,Family,"40,31,33"
1606,8749,2023-05-22,Family,11
1607,4242,2023-12-26,Single,58
1608,4975,2023-09-28,Single,18
1609,227,2024-01-30,Family,"30,25"
1610,345,2024-10-30,Single,18
1611,7046,2023-08-23,Student,30
1612,4356,2024-01-24,Family,"43,44,27"
1613,5608,2023-08-10,Family,"34,60,56,57"
1614,9756,2025-02-10,Family,58
1615,1596,2024-01-06,Single,"20,37,16"
1616,3244,2024-09-25,Family,"51,6,15"
1617,3563,2023-08-21,Single,"13,15,25,58,53,6"
1618,8424,2024-10-02,Family,"26,30,25,50,56,16"
1619,3341,2024-12-29,Family,"32,6,40,46,40,41"
1620,3372,2024-04-15,Single,"12,28,39,10"
1621,6480,2024-11-03,Student,"14,42,20"
1622,1556,2023-06-27,Student,"17,7,49"
1623,2478,2024-12-09,Single,"36,8,24,46,59"
1624,9242,2023-04-30,Student,"57,54,47,33,20,49"
1625,5404,2023-05-25,Family,"32,60,33"
1626,1017,2024-07-08,Family,"45,12,51,23,45"
1627,6311,2024-06-17,Single,"39,44"
1628,1046,2024-01-19,Single,"20,20,55"
1629,5998,2023-07-12,Single,"32,21"
1630,72,2024-11-20,Single,"53,11,52,10,43,32"
1631,5482,2023-10-02,Family,"44,13,15,24,18"
1632,9227,2024-12-09,Family,"6,42,5,48"
1633,1722,2024-11-12,Student,"35,8,8"
1634,6898,2024-03-25,Single,"47,31,47"
1635,8983,2024-12-02,Single,"22,44,52,40,39,48"
1636,3479,2024-12-29,Student,"32,22,58,6,17"
1637,9560,2024-05-26,Student,"5,17,57,29,27"
1638,3437,2024-12-16,Single,"33,56,17,52"
1639,2243,2025-03-24,Student,"9,49,17,39,45,57"
1640,9486,2024-11-26,Single,"7,16,58,11,37"
1641,7416,2024-01-19,Single,"34,20"
1642,9108,2023-07-10,Family,50
1643,8856,2023-05-30,Student,"16,21,18"
1644,4798,2025-03-09,Single,"16,40,39,58,45,32"
1645,5635,2023-11-09,Single,"54,49,45,14,18"
1646,6640,2024-01-30,Single,"21,17,16,40"
1647,3637,2024-09-29,Family,"47,44"
1648,6568,2024-05-12,Single,"56,10,14,49,42,33"
1649,2024,2024-07-27,Family,30
1650,8967,2025-02-16,Family,29
1651,5911,2024-08-15,Family,"56,52"
1652,2313,2023-11-05,Student,"34,36,45,48,9"
1653,6385,2023-12-25,Single,"16,57"
1654,6067,2024-03-24,Family,"13,45,42"
1655,4339,2024-12-26,Student,7
1656,9424,2023-08-01,Family,14
1657,8777,2024-04-23,Single,"11,31,59,56,23"
1658,1985,2024-03-13,Family,"18,39,43,59,28,5"
1659,1513,2024-06-12,Student,"15,45,28,42,25"
1660,5930,2023-08-21,Family,"12,46,37,17,49,14"
1661,8576,2023-08-04,Family,"8,16,38,15"
1662,6459,2025-02-01,Single,"53,24,28,26,42,37"
1663,3476,2023-08-13,Family,"42,27,52,32"
1664,2518,2024-05-31,Family,"26,16,16,9,50,20"
1665,5607,2023-08-18,Single,"35,43,15,13"
1666,5046,2024-10-06,Family,"23,51,42,23,10"
1667,148,2024-05-31,Single,"15,45"
1668,6592,2023-08-06,Single,"51,39"
1669,4623,2023-09-21,Student,"8,38,34,52"
1670,4270,2024-10-16,Student,12
1671,1668,2024-11-15,Family,"45,20,48"
1672,1770,2024-11-30,Single,"19,36,35"
1673,8220,2023-12-14,Single,"49,11,54,26"
1674,2288,2023-09-04,Single,"23,27,46,48"
1675,7688,2023-09-04,Family,"18,15,22"
1676,324,2024-05-22,Single,15
1677,3296,2025-02-13,Family,"39,10,54,29"
1678,5207,2023-12-09,Family,"54,17,22,25"
1679,9359,2024-07-25,Student,"53,22"
1680,4036,2023-12-27,Single,"47,52,10"
1681,5122,2025-01-29,Single,9
1682,748,2023-10-04,Student,"21,50,44,39,44"
1683,4031,2024-10-05,Single,"52,49,28,34,46"
1684,3135,2023-08-21,Single,"52,17,36,54,44,17"
1685,5474,2024-10-26,Family,10
1686,6254,2025-03-07,Single,"51,42,41,43,23"
1687,9119,2024-02-28,Single,"14,13,60,37"
1688,5452,2023-04-11,Family,"20,25,12,8,13"
1689,2156,2023-07-23,Family,"41,46,47,32"
1690,4225,2024-06-14,Student,"20,55"
1691,6397,2023-06-19,Student,"34,34,51,49,41"
1692,5009,2024-10-05,Single,"25,10,6,27,37"
1693,3451,2024-08-01,Student,"42,10,21,9"
1694,2723,2023-05-10,Single,"33,31"
1695,6109,2023-11-24,Single,"14,56,37,56"
1696,45,2023-07-17,Student,"33,26,17,37,6"
1697,6300,2023-07-31,Single,"13,39"
1698,9285,2023-09-09,Single,17
1699,1797,2025-01-14,Single,"41,23,30"
1700,4263,2023-04-10,Student,"55,30,50,55"
1701,1441,2024-01-30,Student,"9,7,51,51,21"
1702,6865,2024-04-19,Family,"32,56"
1703,3678,2023-05-22,Student,31
1704,2813,2024-07-08,Single,"26,25,57,38,52"
1705,7729,2024-07-15,Family,"20,45,11,24"
1706,5149,2023-09-01,Student,"21,37,20"
1707,6739,2023-08-20,Student,"36,60"
1708,3960,2025-03-24,Family,"5,22,5,28,55,41"
1709,4509,2023-11-10,Family,"24,43"
1710,7484,2024-03-18,Family,"18,59,21,23,28,40"
1711,7369,2024-03-24,Student,"16,28,30,25"
1712,1757,2024-10-24,Family,"13,49,33,41,15,41"
1713,2366,2023-12-22,Family,"55,31"
1714,5897,2023-04-01,Student,"54,60,24,59,47,53"
1715,6045,2023-07-10,Family,60
1716,5707,2023-06-30,Single,"21,9,52,7,13,11"
1717,5554,2023-09-06,Family,55
1718,8021,2023-09-03,Family,55
1719,6522,2023-12-13,Single,"17,20,44"
1720,2229,2023-09-12,Family,"19,60,21,36,57"
1721,4063,2023-10-23,Student,"33,26,5,55"
1722,1007,2023-06-24,Single,"51,56"
1723,4228,2023-08-09,Student,20
1724,5938,2023-08-06,Family,11
1725,237,2024-07-28,Single,52
1726,3862,2023-12-02,Single,28
1727,1060,2023-04-15,Student,50
1728,7919,2023-12-05,Family,"41,40"
1729,2007,2024-11-26,Student,"11,49,46,8,6,29"
1730,4203,2024-06-07,Family,"13,48,44,54,43"
1731,4369,2024-09-07,Student,"57,56,30,15"
1732,1245,2023-06-14,Student,24
1733,9586,2024-12-01,Family,"43,13,15"
1734,7408,2024-09-07,Family,"33,10,35,5,29,47"
1735,7530,2023-08-16,Single,"37,15,29,25,20,14"
1736,7118,2024-10-20,Single,"29,13,22,37"
1737,4648,2023-05-17,Single,43
1738,9680,2024-05-09,Student,13
