sale_id,customer_id,member_id,date,item,price
565,8345,0,2023-08-16,Water Bottle,9.81
566,9396,0,2023-12-03,Protein Bar,6.37
567,8318,0,2024-11-18,Protein Bar,7.65
568,1318,0,2023-12-23,T-Shirt,23.0
569,3085,0,2024-03-09,Gatorade,43.77
570,3450,0,2024-06-02,Protein Bar,44.88
571,9373,0,2024-07-22,Water Bottle,40.18
572,1586,0,2023-07-26,Gatorade,29.31
573,8454,0,2023-09-08,T-Shirt,26.36
574,4548,0,2023-07-25,Gatorade,46.23
575,6800,0,2024-08-15,Celsius,33.2
576,878,878,2024-03-28,Chalk Bag,13.16
577,6699,0,2023-05-09,Protein Bar,9.62
578,6327,0,2025-03-01,Chalk Bag,11.52
579,7531,0,2023-06-23,Water Bottle,31.9
580,5342,0,2024-04-16,Water Bottle,37.58
581,5770,0,2023-12-19,Celsius,33.86
582,8853,0,2023-11-13,Shoes Rental,12.33
583,9449,0,2024-05-28,Shoes Rental,27.33
584,741,741,2025-01-26,Shoes Rental,26.26
585,2132,0,2024-05-03,Water Bottle,47.28
586,9867,0,2024-11-21,Celsius,18.38
587,4521,0,2024-07-01,Celsius,29.06
588,7277,0,2023-06-11,Shoes Rental,11.98
589,3967,0,2023-10-30,Celsius,47.1
590,6063,0,2025-03-10,Chalk Bag,44.14
591,4295,0,2024-05-31,Gatorade,29.66
592,6985,0,2025-03-22,Protein Bar,39.89
593,8880,0,2023-09-24,T-Shirt,45.09
594,6151,0,2025-02-09,T-Shirt,20.54
595,3796,0,2025-01-08,Chalk Bag,37.02
596,6727,0,2024-07-23,Celsius,37.98
597,4139,0,2024-01-21,Protein Bar,8.44
598,9605,0,2025-01-04,Celsius,39.27
599,904,904,2023-11-13,Protein Bar,43.85
600,1521,0,2023-07-15,Water Bottle,6.25
601,3047,0,2023-05-21,Protein Bar,32.89
602,8142,0,2024-06-23,Shoes Rental,6.7
603,8330,0,2023-11-12,Shoes Rental,7.07
604,4518,0,2023-11-11,Protein Bar,32.25
605,2928,0,2025-01-07,Protein Bar,13.85
606,4138,0,2024-10-19,Gatorade,11.82
607,1147,0,2023-06-21,Water Bottle,17.14
608,3992,0,2023-07-26,Chalk Bag,46.16
609,8622,0,2023-05-05,Celsius,29.54
610,8992,0,2023-08-20,Celsius,38.11
611,5996,0,2023-11-21,Water Bottle,5.25
612,9091,0,2024-08-30,Protein Bar,44.87
613,6549,0,2024-08-01,Water Bottle,31.09
614,8939,0,2023-05-25,Water Bottle,17.66
615,4392,0,2024-12-10,Shoes Rental,15.43
616,6865,0,2024-06-20,Chalk Bag,33.01
617,1289,0,2024-01-02,Shoes Rental,23.01
618,7167,0,2024-02-17,Protein Bar,36.08
619,5278,0,2023-06-21,Water Bottle,15.08
620,4833,0,2024-12-27,Water Bottle,22.37
621,317,317,2023-07-08,Shoes Rental,43.0
622,4918,0,2024-07-17,Water Bottle,27.57
623,392,392,2024-10-05,Protein Bar,42.38
624,992,992,2023-05-23,Protein Bar,11.83
625,4309,0,2024-04-26,T-Shirt,5.73
626,2954,0,2024-12-05,Shoes Rental,48.28
627,3480,0,2023-06-05,Water Bottle,46.34
628,8279,0,2023-10-01,T-Shirt,36.57
629,9687,0,2024-05-30,Gatorade,42.89
630,642,642,2024-03-06,Water Bottle,34.58
631,5912,0,2024-04-12,Protein Bar,39.03
632,4951,0,2024-03-26,Gatorade,20.2
633,7084,0,2024-01-14,Celsius,32.54
634,3611,0,2024-05-16,T-Shirt,17.59
635,6647,0,2023-12-23,T-Shirt,46.85
636,4982,0,2024-04-09,T-Shirt,49.66
637,912,912,2023-08-01,Protein Bar,17.71
638,306,306,2023-04-10,T-Shirt,25.67
639,2936,0,2024-12-29,Shoes Rental,12.38
640,754,754,2024-11-29,Gatorade,28.67
641,4081,0,2023-12-30,Water Bottle,18.49
642,3710,0,2024-12-13,Celsius,47.67
643,842,842,2023-06-15,Chalk Bag,19.55
644,1478,0,2024-11-01,T-Shirt,35.9
645,6903,0,2023-05-08,Chalk Bag,42.81
646,6901,0,2024-08-07,Celsius,40.33
647,9629,0,2024-11-19,Celsius,36.77
648,1340,0,2025-01-09,T-Shirt,46.24
649,3089,0,2025-03-01,Protein Bar,38.22
650,5084,0,2025-01-22,Water Bottle,9.99
651,4364,0,2024-03-14,Chalk Bag,18.03
652,6377,0,2024-08-28,Celsius,19.9
653,2855,0,2023-12-18,Shoes Rental,7.41
654,8263,0,2024-03-16,Protein Bar,9.5
655,8509,0,2023-07-28,Gatorade,35.93
656,6832,0,2024-10-09,Celsius,6.97
657,7190,0,2023-08-09,Celsius,24.3
658,6596,0,2024-03-13,T-Shirt,6.22
659,3605,0,2024-03-28,Water Bottle,19.58
660,8476,0,2024-02-09,Protein Bar,38.14
661,1104,0,2024-06-20,Water Bottle,20.16
662,4974,0,2024-11-20,T-Shirt,12.81
663,2308,0,2024-02-22,Chalk Bag,17.01
664,2979,0,2023-09-22,Gatorade,30.94
665,4892,0,2023-11-13,Water Bottle,38.94
666,8869,0,2024-11-23,T-Shirt,22.73
667,9599,0,2024-08-28,Chalk Bag,41.95
668,354,354,2023-08-06,Celsius,11.37
669,6831,0,2023-05-16,Chalk Bag,19.29
670,9695,0,2024-06-04,Chalk Bag,7.88
671,5309,0,2024-06-03,Chalk Bag,44.83
672,9780,0,2024-01-01,Protein Bar,23.26
673,9785,0,2023-03-27,T-Shirt,5.16
674,3012,0,2024-05-10,Celsius,32.63
675,1892,0,2024-03-19,T-Shirt,33.53
676,6419,0,2023-12-08,Chalk Bag,38.19
677,2848,0,2024-12-13,Shoes Rental,12.33
678,2819,0,2024-04-06,Gatorade,36.26
679,1640,0,2024-08-17,T-Shirt,49.04
680,6893,0,2023-12-30,Shoes Rental,10.7
681,4798,0,2024-01-17,Celsius,6.72
682,1010,0,2024-12-29,Protein Bar,47.96
683,8952,0,2024-03-28,Water Bottle,6.98
684,1452,0,2024-12-16,Chalk Bag,47.34
685,885,885,2024-12-26,Gatorade,48.52
686,6391,0,2024-08-13,Celsius,17.69
687,3041,0,2023-04-15,Gatorade,22.66
688,6429,0,2023-04-14,Gatorade,39.13
689,8144,0,2024-12-10,Gatorade,10.35
690,9894,0,2023-04-06,Protein Bar,37.25
691,1652,0,2024-03-04,T-Shirt,21.23
692,9887,0,2025-02-13,Gatorade,5.31
693,1188,0,2023-06-10,Protein Bar,25.5
694,9242,0,2025-03-17,Protein Bar,8.18
695,7381,0,2024-06-03,Shoes Rental,47.6
696,8677,0,2024-07-05,Shoes Rental,21.14
697,7627,0,2023-12-26,T-Shirt,32.23
698,5480,0,2024-04-23,Water Bottle,26.85
699,604,604,2024-03-17,Gatorade,26.55
700,3589,0,2023-08-22,Protein Bar,49.37
701,3218,0,2024-12-03,T-Shirt,27.57
702,4513,0,2024-09-01,Water Bottle,47.38
703,8457,0,2024-11-09,Protein Bar,27.43
704,4195,0,2023-09-06,Shoes Rental,28.59
705,8057,0,2024-02-02,T-Shirt,41.05
706,4774,0,2024-06-10,Celsius,20.41
707,2500,0,2023-11-21,Gatorade,44.06
708,7331,0,2023-04-17,T-Shirt,11.58
709,7794,0,2024-12-17,T-Shirt,19.8
710,106,106,2025-02-06,Celsius,18.3
711,9181,0,2023-10-25,Water Bottle,21.81
712,611,611,2023-11-07,T-Shirt,11.93
713,5660,0,2024-08-26,Shoes Rental,34.54
714,3994,0,2023-10-15,Water Bottle,22.29
715,3113,0,2023-06-29,Shoes Rental,48.28
716,4767,0,2024-03-03,Chalk Bag,8.05
717,399,399,2025-01-27,Protein Bar,19.58
718,1072,0,2023-04-17,Celsius,35.46
719,3662,0,2024-08-14,Chalk Bag,20.49
720,4596,0,2024-12-19,Water Bottle,5.89
721,1883,0,2024-01-22,Water Bottle,34.29
722,3443,0,2023-09-24,Protein Bar,22.18
723,2535,0,2023-09-12,Chalk Bag,11.64
724,5589,0,2023-05-31,Chalk Bag,19.57
725,2848,0,2025-03-20,Celsius,26.36
726,5840,0,2025-02-07,T-Shirt,21.05
727,3627,0,2024-05-20,Water Bottle,6.67
728,2010,0,2023-12-21,Shoes Rental,46.57
729,5932,0,2024-05-17,Chalk Bag,40.26
730,6420,0,2024-01-29,T-Shirt,6.78
731,8555,0,2024-12-06,Shoes Rental,28.84
732,5817,0,2024-05-20,Water Bottle,20.29
733,5,5,2024-01-07,Gatorade,25.93
734,1396,0,2025-01-06,Celsius,37.2
735,2623,0,2023-06-03,T-Shirt,23.16
736,5475,0,2024-02-01,Shoes Rental,23.7
737,9404,0,2024-05-20,Celsius,28.84
738,6062,0,2024-10-30,Shoes Rental,20.22
739,3544,0,2023-04-05,Shoes Rental,48.33
740,8255,0,2025-03-11,Shoes Rental,8.36
741,9084,0,2023-06-25,Water Bottle,8.34
742,3607,0,2023-08-23,Shoes Rental,47.22
743,57,57,2023-06-08,Protein Bar,44.15
744,5942,0,2024-03-06,Gatorade,21.36
745,292,292,2023-12-20,Water Bottle,35.94
746,7606,0,2025-01-18,Celsius,18.77
747,4665,0,2024-04-07,Shoes Rental,30.23
748,4644,0,2023-09-29,Gatorade,10.9
749,4402,0,2024-10-18,T-Shirt,34.69
750,2841,0,2025-02-19,Protein Bar,37.66
751,8843,0,2024-09-10,Celsius,41.32
752,7913,0,2024-01-16,T-Shirt,35.81
753,6970,0,2025-02-17,Shoes Rental,39.8
754,8464,0,2023-12-23,Gatorade,7.24
755,5458,0,2025-02-05,Water Bottle,49.69
756,693,693,2023-04-12,Shoes Rental,35.35
757,1666,0,2024-10-12,Protein Bar,30.43
758,3296,0,2024-07-02,Celsius,22.29
759,9719,0,2024-10-11,Celsius,8.61
760,7581,0,2023-06-13,Chalk Bag,38.06
761,9344,0,2024-02-18,Water Bottle,18.41
762,9384,0,2023-10-10,Protein Bar,24.73
763,1237,0,2024-12-08,Shoes Rental,22.3
764,4159,0,2024-04-23,Shoes Rental,28.5
765,527,527,2024-03-27,T-Shirt,11.61
766,2196,0,2025-03-04,Chalk Bag,44.78
767,1947,0,2024-09-18,Shoes Rental,5.59
768,5896,0,2024-10-25,Chalk Bag,15.8
769,7761,0,2023-05-23,Chalk Bag,40.75
770,4146,0,2023-09-06,Gatorade,47.24
771,3727,0,2023-10-03,Gatorade,25.23
772,1410,0,2024-12-01,Celsius,44.52
773,3767,0,2024-02-27,Gatorade,35.19
774,3743,0,2024-08-17,Shoes Rental,48.3
775,4666,0,2023-10-01,Celsius,40.08
776,1491,0,2025-02-14,Water Bottle,28.42
777,100,100,2024-03-02,Celsius,6.92
778,2722,0,2024-02-27,Water Bottle,32.61
779,2882,0,2023-11-18,Water Bottle,27.33
780,1496,0,2024-10-07,Protein Bar,28.3
781,4698,0,2024-08-04,Shoes Rental,34.42
782,5922,0,2025-01-17,Water Bottle,41.78
783,7442,0,2023-07-12,T-Shirt,41.43
784,5127,0,2023-09-28,Chalk Bag,23.14
785,6664,0,2023-12-04,Shoes Rental,23.94
786,4524,0,2024-04-11,Chalk Bag,33.93
787,3695,0,2024-10-29,Celsius,46.55
788,8746,0,2025-01-01,Water Bottle,37.04
789,4915,0,2024-10-06,Celsius,29.19
790,1890,0,2025-02-23,T-Shirt,49.04
791,4156,0,2025-01-07,Celsius,16.51
792,9647,0,2024-02-07,Shoes Rental,16.71
793,2959,0,2023-07-02,Shoes Rental,15.39
794,634,634,2023-04-08,Gatorade,49.45
795,3867,0,2023-07-25,Shoes Rental,20.21
796,5456,0,2023-04-20,Gatorade,36.78
797,1808,0,2024-05-30,T-Shirt,40.88
798,6960,0,2023-04-11,T-Shirt,44.16
799,7650,0,2023-07-11,Shoes Rental,36.27
800,8191,0,2024-07-05,Shoes Rental,46.49
801,6851,0,2024-04-22,Gatorade,14.9
802,3616,0,2024-02-24,Celsius,5.42
803,3569,0,2025-03-02,Protein Bar,38.07
804,2476,0,2024-05-16,Gatorade,32.94
805,516,516,2024-04-25,Shoes Rental,18.56
806,144,144,2024-01-10,Chalk Bag,47.59
807,8513,0,2024-01-11,Celsius,20.69
808,639,639,2025-03-20,Celsius,47.02
809,2501,0,2024-06-29,Shoes Rental,12.86
810,5142,0,2024-02-02,Chalk Bag,36.93
811,6470,0,2023-07-10,Protein Bar,28.21
812,5353,0,2023-11-05,Water Bottle,39.89
813,9285,0,2023-05-13,Gatorade,30.32
814,4711,0,2025-03-18,Celsius,36.31
815,7462,0,2024-11-14,Gatorade,15.12
816,3472,0,2024-04-09,T-Shirt,39.09
817,1166,0,2023-04-11,T-Shirt,32.02
818,1848,0,2023-08-08,Celsius,36.09
819,8735,0,2023-11-23,Water Bottle,15.4
820,6304,0,2023-10-02,Gatorade,34.23
821,7910,0,2023-07-23,Chalk Bag,20.95
822,4901,0,2024-05-20,Water Bottle,6.23
823,2788,0,2024-02-26,Celsius,10.15
824,3174,0,2025-02-06,T-Shirt,38.37
825,6851,0,2024-10-01,Gatorade,42.69
826,8976,0,2025-01-27,Gatorade,8.84
827,7704,0,2023-05-01,Celsius,39.54
828,1677,0,2024-06-08,Water Bottle,43.11
829,1610,0,2023-11-09,Shoes Rental,22.72
830,3620,0,2024-05-07,Gatorade,25.52
831,836,836,2025-01-04,Water Bottle,9.03
832,7090,0,2023-04-29,Protein Bar,37.3
833,5468,0,2024-09-26,Protein Bar,10.14
834,4291,0,2023-10-26,T-Shirt,14.29
835,2290,0,2023-05-10,Gatorade,7.81
836,1342,0,2024-03-16,T-Shirt,28.59
837,555,555,2023-05-07,Protein Bar,29.58
838,8016,0,2023-08-03,T-Shirt,27.51
839,3399,0,2024-07-27,Gatorade,13.43
840,652,652,2024-06-08,Gatorade,47.24
841,2943,0,2023-04-14,Chalk Bag,17.56
842,7341,0,2023-06-07,Water Bottle,42.51
843,8198,0,2023-04-22,Chalk Bag,42.57
844,9640,0,2024-03-06,Gatorade,36.23
845,1921,0,2024-05-09,Gatorade,39.2
846,4940,0,2024-04-07,Chalk Bag,30.31
847,6894,0,2023-09-16,Shoes Rental,6.67
848,7381,0,2023-11-08,Protein Bar,47.58
849,5360,0,2025-02-23,Shoes Rental,48.56
850,1463,0,2024-03-03,Water Bottle,31.52
851,940,940,2023-05-25,T-Shirt,22.22
852,8398,0,2025-01-05,Shoes Rental,14.66
853,4626,0,2023-11-18,Celsius,14.48
854,3709,0,2023-05-12,Celsius,39.92
855,9699,0,2024-08-02,Chalk Bag,25.45
856,3448,0,2023-09-05,Water Bottle,5.41
857,9766,0,2024-02-24,Water Bottle,45.55
858,1582,0,2023-12-22,Shoes Rental,13.83
859,4040,0,2024-07-28,Gatorade,23.27
860,7093,0,2024-01-18,Gatorade,21.37
861,9525,0,2024-08-02,Protein Bar,24.96
862,8571,0,2024-10-02,Celsius,8.8
863,7371,0,2023-06-21,Gatorade,36.41
864,1544,0,2023-07-16,Shoes Rental,49.13
865,5825,0,2024-04-11,Protein Bar,16.72
866,898,898,2024-02-23,Gatorade,29.58
867,7104,0,2023-09-09,Water Bottle,30.23
868,7904,0,2024-01-11,Gatorade,25.37
869,8139,0,2025-02-05,Gatorade,48.24
870,8164,0,2025-02-23,Celsius,28.32
871,3554,0,2023-09-07,Chalk Bag,11.32
872,6602,0,2023-12-07,Water Bottle,25.13
873,2397,0,2024-05-26,Chalk Bag,21.46
874,3368,0,2023-11-09,T-Shirt,28.67
875,9901,0,2023-12-21,Gatorade,38.9
876,2473,0,2023-12-26,Shoes Rental,27.28
877,7749,0,2024-08-17,T-Shirt,41.62
878,6370,0,2024-08-30,Water Bottle,33.87
879,7750,0,2023-09-05,Celsius,10.78
880,8606,0,2024-08-21,Gatorade,39.51
881,791,791,2023-08-18,Protein Bar,31.43
882,5002,0,2024-10-24,T-Shirt,20.79
883,7267,0,2024-10-15,Shoes Rental,34.33
884,1290,0,2024-10-30,Celsius,37.51
885,5938,0,2024-06-11,Celsius,33.18
886,1653,0,2024-06-11,Protein Bar,43.3
887,237,237,2023-05-10,Protein Bar,7.02
888,2867,0,2024-12-23,Gatorade,8.67
889,7287,0,2023-06-17,T-Shirt,16.34
890,7718,0,2023-10-24,Protein Bar,10.99
891,4684,0,2025-03-15,T-Shirt,35.6
892,8282,0,2024-11-23,Water Bottle,16.4
893,3432,0,2023-11-22,Chalk Bag,45.45
894,145,145,2024-04-27,Protein Bar,23.39
895,1547,0,2023-09-28,Gatorade,12.05
896,9438,0,2024-12-10,Chalk Bag,42.0
897,6547,0,2023-11-11,Protein Bar,30.46
898,2883,0,2024-10-04,Celsius,25.92
899,3007,0,2024-08-10,T-Shirt,35.64
900,8775,0,2024-04-26,Celsius,12.63
901,2422,0,2023-07-12,Gatorade,31.26
902,6120,0,2025-01-10,Chalk Bag,26.5
903,3434,0,2024-11-09,Celsius,7.68
904,6134,0,2024-09-15,Chalk Bag,15.69
905,8281,0,2024-07-11,Celsius,8.14
906,2374,0,2024-12-02,Protein Bar,26.07
907,1747,0,2025-03-06,T-Shirt,16.93
908,2629,0,2023-05-10,Protein Bar,43.61
909,4098,0,2025-01-26,Celsius,5.04
910,6711,0,2023-09-13,Water Bottle,41.27
911,4233,0,2024-11-28,Water Bottle,39.63
912,8834,0,2024-12-24,Shoes Rental,49.79
913,2144,0,2024-08-18,Protein Bar,31.51
914,5152,0,2025-03-01,Water Bottle,31.11
915,7716,0,2025-01-19,Chalk Bag,39.91
916,5918,0,2023-05-28,Protein Bar,11.74
917,1974,0,2024-12-05,Shoes Rental,18.7
918,7450,0,2024-05-06,T-Shirt,35.99
919,7585,0,2024-07-20,T-Shirt,12.62
920,1757,0,2024-12-26,T-Shirt,39.74
921,2229,0,2024-05-07,Water Bottle,15.42
922,6752,0,2024-05-10,Water Bottle,28.63
923,4668,0,2023-09-06,Water Bottle,21.75
924,2452,0,2024-06-26,Celsius,38.62
925,2651,0,2024-12-04,T-Shirt,18.8
926,8879,0,2023-04-22,Chalk Bag,8.95
927,2794,0,2023-07-07,Protein Bar,35.56
928,5703,0,2023-10-31,Shoes Rental,7.41
929,516,516,2024-05-14,Gatorade,39.61
930,5454,0,2024-07-26,Celsius,29.13
931,1906,0,2024-12-01,T-Shirt,13.47
932,4543,0,2024-11-06,T-Shirt,19.73
933,8303,0,2024-09-20,Celsius,28.78
934,7081,0,2024-04-15,Protein Bar,32.07
935,8727,0,2024-03-28,Shoes Rental,23.26
936,464,464,2025-03-14,Water Bottle,9.16
937,4027,0,2025-02-01,Shoes Rental,49.42
938,9249,0,2023-10-02,Gatorade,13.15
939,6116,0,2024-11-30,Celsius,8.99
940,3681,0,2024-02-11,Celsius,48.0
941,2733,0,2024-11-05,Shoes Rental,20.01
942,9980,0,2024-08-20,Protein Bar,18.09
943,8433,0,2024-07-18,Water Bottle,45.58
944,2878,0,2024-10-12,Shoes Rental,49.74
945,5683,0,2023-12-19,T-Shirt,12.22
946,8612,0,2024-04-22,Protein Bar,13.84
947,3157,0,2023-09-16,Water Bottle,47.8
948,5684,0,2024-07-29,Protein Bar,18.72
949,8740,0,2023-05-25,Celsius,25.73
950,6657,0,2023-06-23,T-Shirt,15.15
951,5887,0,2024-07-17,Celsius,8.61
952,7037,0,2024-03-10,Celsius,22.17
953,2488,0,2024-02-07,Chalk Bag,30.11
954,6676,0,2023-04-10,Protein Bar,36.45
955,2584,0,2023-04-12,T-Shirt,48.1
956,887,887,2023-10-19,Celsius,29.57
957,7095,0,2025-02-27,Chalk Bag,32.68
958,3636,0,2025-03-02,Chalk Bag,37.99
959,6731,0,2024-02-14,Protein Bar,49.06
960,5727,0,2024-01-12,Protein Bar,12.11
961,5610,0,2024-10-23,Chalk Bag,25.9
962,59,59,2024-08-29,Celsius,12.27
963,8617,0,2023-04-17,Gatorade,23.74
964,8076,0,2024-07-16,Chalk Bag,47.99
965,1209,0,2025-03-16,Chalk Bag,40.67
966,3084,0,2024-12-31,Protein Bar,49.6
967,965,965,2024-11-10,T-Shirt,31.8
968,3272,0,2023-09-10,Gatorade,15.49
969,1635,0,2024-01-07,Protein Bar,31.95
970,6343,0,2023-11-11,Shoes Rental,41.51
971,1560,0,2024-05-24,Protein Bar,7.75
972,941,941,2025-03-05,Chalk Bag,36.62
973,6173,0,2025-01-01,T-Shirt,43.91
974,9919,0,2024-07-21,Celsius,22.55
975,2691,0,2025-01-14,Chalk Bag,30.1
976,5780,0,2023-07-15,Chalk Bag,46.75
977,6827,0,2024-10-06,Chalk Bag,9.34
978,8863,0,2023-12-21,Water Bottle,12.75
979,176,176,2025-02-11,Water Bottle,46.86
980,9283,0,2023-07-09,T-Shirt,19.74
981,2276,0,2025-01-20,Shoes Rental,11.5
982,7395,0,2024-12-21,Shoes Rental,12.78
983,5982,0,2024-03-10,Gatorade,43.54
984,4730,0,2024-06-18,Chalk Bag,20.48
985,7207,0,2023-09-07,Water Bottle,15.64
986,8884,0,2024-04-03,Gatorade,27.69
987,7998,0,2024-11-28,Water Bottle,45.27
988,7781,0,2024-03-27,T-Shirt,31.56
989,8786,0,2023-06-15,Protein Bar,23.61
990,2061,0,2023-10-18,Gatorade,34.41
991,8150,0,2024-01-08,Chalk Bag,45.1
992,2373,0,2023-09-11,Celsius,43.8
993,5677,0,2023-08-07,Gatorade,48.6
994,7300,0,2024-11-18,Water Bottle,5.46
995,7895,0,2023-09-26,Water Bottle,21.07
996,3661,0,2024-01-17,T-Shirt,31.65
997,154,154,2023-11-12,Chalk Bag,39.13
998,9338,0,2023-08-10,Water Bottle,9.88
999,1512,0,2023-06-02,Chalk Bag,41.27
1000,1878,0,2023-10-11,Chalk Bag,14.44
1001,8767,0,2023-12-04,Gatorade,35.52
1002,3954,0,2024-03-13,Shoes Rental,29.93
1003,2149,0,2023-08-29,Shoes Rental,13.68
1004,9614,0,2024-12-20,Shoes Rental,8.38
1005,1835,0,2024-03-12,Protein Bar,37.91
1006,5408,0,2023-07-13,Protein Bar,43.12
1007,7981,0,2024-11-26,Water Bottle,27.79
1008,783,783,2024-03-09,Chalk Bag,39.34
1009,2819,0,2024-07-14,Gatorade,20.09
1010,3100,0,2023-05-03,Celsius,21.92
1011,2557,0,2024-08-02,Celsius,48.77
1012,5532,0,2024-08-15,Gatorade,7.13
1013,32,32,2024-12-30,Water Bottle,46.69
1014,2080,0,2024-04-27,Water Bottle,21.45
1015,3743,0,2024-04-13,Chalk Bag,43.08
1016,6587,0,2023-11-04,Shoes Rental,47.36
1017,4373,0,2025-01-29,Protein Bar,32.26
1018,9894,0,2025-02-23,Chalk Bag,38.14
1019,9805,0,2023-08-10,Protein Bar,30.33
1020,6507,0,2023-07-15,Gatorade,48.15
1021,71,71,2024-07-26,Chalk Bag,27.32
1022,5070,0,2023-05-03,Chalk Bag,32.87
1023,6745,0,2023-05-22,Shoes Rental,34.89
1024,1074,0,2024-02-19,Water Bottle,39.13
1025,587,587,2023-06-16,Celsius,32.92
1026,2334,0,2024-12-02,Shoes Rental,14.92
1027,5226,0,2024-04-21,Gatorade,38.54
1028,9630,0,2025-01-09,Celsius,21.68
1029,7820,0,2024-05-19,Chalk Bag,49.66
1030,4014,0,2024-01-29,Shoes Rental,39.28
1031,5703,0,2024-05-03,Shoes Rental,35.64
1032,3818,0,2024-09-20,Protein Bar,17.84
1033,5271,0,2024-02-18,Gatorade,12.67
1034,2310,0,2024-10-09,Protein Bar,9.3
1035,8027,0,2023-05-10,T-Shirt,37.23
1036,7656,0,2023-11-03,Celsius,39.48
1037,1945,0,2023-12-25,Chalk Bag,47.33
1038,5280,0,2024-05-03,Shoes Rental,10.05
1039,8937,0,2024-02-09,T-Shirt,47.54
1040,5129,0,2023-07-23,Water Bottle,21.55
1041,2528,0,2024-03-02,Water Bottle,12.61
1042,3726,0,2024-01-19,Water Bottle,48.08
1043,1431,0,2023-11-16,Celsius,36.74
1044,104,104,2023-11-23,Chalk Bag,40.12
1045,2958,0,2024-10-08,Water Bottle,13.45
1046,836,836,2023-12-03,Shoes Rental,31.33
1047,9441,0,2023-11-18,Water Bottle,41.72
1048,7175,0,2023-11-25,Chalk Bag,45.43
1049,8006,0,2024-07-22,Celsius,8.43
1050,6514,0,2023-12-30,Chalk Bag,22.87
1051,2487,0,2023-04-06,Protein Bar,41.37
1052,4208,0,2025-02-18,T-Shirt,36.19
1053,3373,0,2024-07-26,T-Shirt,33.22
1054,1636,0,2025-02-08,Gatorade,8.32
1055,9406,0,2023-06-21,Water Bottle,48.03
1056,4550,0,2024-12-12,Celsius,9.27
1057,3946,0,2025-02-08,Protein Bar,7.82
1058,9745,0,2025-03-03,Chalk Bag,49.48
1059,3112,0,2023-04-03,T-Shirt,8.55
1060,2232,0,2024-12-07,Protein Bar,8.62
1061,3424,0,2024-10-13,Protein Bar,41.58
1062,1396,0,2023-12-28,Water Bottle,32.46
1063,4123,0,2024-06-22,Protein Bar,22.56
1064,86,86,2023-03-31,Chalk Bag,44.34
1065,618,618,2023-05-27,T-Shirt,17.39
1066,62,62,2024-03-06,Celsius,14.99
1067,4731,0,2024-03-10,Chalk Bag,12.8
1068,7801,0,2024-02-03,T-Shirt,30.5
1069,859,859,2024-10-23,Celsius,26.29
1070,3247,0,2023-04-17,Gatorade,20.63
1071,2618,0,2024-06-02,Gatorade,14.79
1072,3448,0,2023-05-11,Water Bottle,45.67
1073,1524,0,2024-10-19,Shoes Rental,48.32
1074,2060,0,2024-02-25,Shoes Rental,35.53
1075,8927,0,2023-10-03,Chalk Bag,9.56
1076,2414,0,2024-02-03,Celsius,17.02
1077,4047,0,2023-06-25,Gatorade,7.46
1078,9142,0,2025-03-07,T-Shirt,46.81
1079,1648,0,2023-06-08,Gatorade,44.38
1080,7468,0,2024-02-27,Protein Bar,45.02
1081,8218,0,2023-07-06,Water Bottle,29.94
1082,7808,0,2023-07-14,Protein Bar,20.35
1083,8814,0,2023-04-25,Chalk Bag,45.72
1084,562,562,2024-11-14,Protein Bar,46.69
1085,8952,0,2023-09-08,T-Shirt,20.62
1086,43,43,2024-03-23,Protein Bar,45.49
1087,3076,0,2024-06-14,Shoes Rental,6.57
1088,7293,0,2023-07-05,Celsius,9.74
1089,781,781,2024-02-15,Shoes Rental,28.27
1090,5115,0,2023-03-27,Water Bottle,42.47
1091,4852,0,2024-05-18,Shoes Rental,10.32
1092,2824,0,2024-03-17,Gatorade,43.09
1093,5101,0,2023-07-17,Shoes Rental,34.82
1094,418,418,2024-10-11,T-Shirt,9.87
1095,8913,0,2025-01-11,Protein Bar,14.48
1096,918,918,2024-10-05,Chalk Bag,45.0
1097,6491,0,2023-04-06,Chalk Bag,26.26
1098,5588,0,2024-06-12,T-Shirt,49.96
1099,2215,0,2024-06-01,Shoes Rental,37.45
1100,7542,0,2023-07-10,Protein Bar,38.68
1101,8241,0,2024-09-03,Celsius,10.79
1102,3531,0,2024-04-09,Gatorade,7.41
1103,8404,0,2023-04-19,Water Bottle,21.74
1104,5354,0,2025-01-18,Water Bottle,27.93
1105,9780,0,2023-09-07,Water Bottle,29.92
1106,2951,0,2023-12-13,Protein Bar,37.54
1107,2805,0,2024-02-08,Water Bottle,24.38
1108,5461,0,2024-04-18,Gatorade,39.02
1109,2007,0,2024-02-16,Water Bottle,29.49
1110,6794,0,2024-02-16,T-Shirt,36.84
1111,3484,0,2023-12-21,Chalk Bag,20.32
1112,1748,0,2024-04-10,Celsius,24.79
1113,930,930,2023-11-29,Celsius,28.46
1114,9427,0,2023-04-25,Gatorade,5.98
1115,462,462,2024-02-21,Protein Bar,5.19
1116,2010,0,2025-01-26,Chalk Bag,29.54
1117,4097,0,2024-05-29,Shoes Rental,30.98
1118,7552,0,2023-11-06,T-Shirt,11.11
1119,4552,0,2024-05-19,Shoes Rental,10.2
1120,3835,0,2025-02-07,Water Bottle,25.82
1121,8913,0,2024-11-30,T-Shirt,26.3
1122,7687,0,2024-06-17,Gatorade,27.17
1123,889,889,2025-03-23,Shoes Rental,28.03
